trip_id,line_id,vehicle_id,direction,trip_date,departure_time,arrival_time,trip_duration_min,status
TR01332,L048,VH0018,inbound,2024-09-25,14:19:00,12:39:00,63,in_progress
TR01333,L025,VH0120,outbound,2024-05-31,11:32:00,20:29:00,77,completed
TR01334,L006,VH0076,outbound,2025-05-08,05:11:00,18:38:00,33,in_progress
TR01335,L003,VH0009,inbound,2024-01-16,20:02:00,08:41:00,90,completed
TR01336,L017,VH0098,outbound,2025-02-26,07:35:00,05:20:00,90,delayed
TR01337,L022,VH0033,inbound,2025-03-06,14:16:00,12:38:00,76,completed
TR01338,L015,VH0016,outbound,2025-05-03,18:38:00,14:32:00,70,delayed
TR01339,L033,VH0077,inbound,2025-09-06,07:23:00,20:07:00,57,delayed
TR01340,L026,VH0065,outbound,2025-04-26,23:20:00,20:50:00,50,cancelled
TR01341,L029,VH0106,outbound,2025-11-12,12:16:00,18:47:00,71,cancelled
TR01342,L035,VH0071,inbound,2025-09-03,18:17:00,18:55:00,76,in_progress
TR01343,L031,VH0098,inbound,2024-12-14,16:53:00,16:19:00,46,completed
TR01344,L027,VH0055,inbound,2024-10-04,15:07:00,16:11:00,45,completed
TR01345,L026,VH0094,inbound,2025-08-06,17:02:00,09:57:00,84,completed
TR01346,L002,VH0096,outbound,2024-05-30,15:00:00,16:08:00,50,completed
TR01347,L010,VH0040,inbound,2025-06-08,08:33:00,17:05:00,43,in_progress
TR01348,L011,VH0053,inbound,2025-04-27,19:20:00,17:06:00,45,completed
TR01349,L006,VH0113,outbound,2025-10-18,21:39:00,08:16:00,69,completed
TR01350,L047,VH0037,inbound,2024-02-20,17:33:00,17:32:00,16,completed
TR01351,L050,VH0010,inbound,2025-04-19,11:34:00,13:46:00,82,in_progress
TR01352,L032,VH0043,outbound,2025-05-30,15:55:00,13:24:00,48,in_progress
TR01353,L006,VH0100,outbound,2025-08-08,16:50:00,07:12:00,42,completed
TR01354,L020,VH0003,outbound,2025-11-05,07:37:00,06:25:00,43,completed
TR01355,L009,VH0109,outbound,2024-02-06,17:46:00,11:53:00,27,completed
TR01356,L037,VH0032,outbound,2024-04-01,08:35:00,23:02:00,53,completed
TR01357,L042,VH0072,inbound,2025-06-11,13:38:00,22:59:00,48,delayed
TR01358,L010,VH0025,inbound,2025-11-20,08:44:00,11:22:00,81,completed
TR01359,L015,VH0109,outbound,2024-01-23,13:45:00,08:05:00,64,completed
TR01360,L015,VH0046,outbound,2025-01-16,19:17:00,18:50:00,64,cancelled
TR01361,L004,VH0085,inbound,2025-08-25,05:51:00,17:13:00,42,cancelled
TR01362,L005,VH0040,outbound,2025-05-28,19:55:00,05:58:00,34,completed
TR01363,L024,VH0101,outbound,2024-08-23,18:39:00,11:18:00,46,delayed
TR01364,L037,VH0010,inbound,2025-06-10,20:35:00,10:24:00,40,completed
TR01365,L043,VH0025,inbound,2025-12-12,11:44:00,06:11:00,58,in_progress
TR01366,L012,VH0033,outbound,2025-07-16,22:22:00,14:54:00,36,completed
TR01367,L023,VH0075,inbound,2024-04-28,12:32:00,13:15:00,62,completed
TR01368,L053,VH0078,inbound,2025-03-07,12:59:00,19:50:00,32,completed
TR01369,L054,VH0068,outbound,2025-03-20,07:12:00,11:16:00,67,completed
TR01370,L023,VH0014,outbound,2024-03-14,23:24:00,05:55:00,22,cancelled
TR01371,L047,VH0033,inbound,2025-10-28,23:54:00,12:58:00,81,cancelled
TR01372,L015,VH0081,inbound,2024-07-17,19:53:00,23:37:00,62,delayed
TR01373,L014,VH0105,inbound,2024-02-10,13:25:00,12:07:00,40,in_progress
TR01374,L024,VH0116,inbound,2025-05-01,06:24:00,05:26:00,82,completed
TR01375,L037,VH0076,inbound,2025-05-10,09:13:00,13:31:00,63,completed
TR01376,L008,VH0055,inbound,2024-01-08,06:26:00,14:16:00,44,cancelled
TR01377,L012,VH0001,inbound,2025-11-27,10:33:00,12:14:00,32,completed
TR01378,L029,VH0115,inbound,2024-03-28,13:44:00,15:17:00,29,completed
TR01379,L037,VH0111,inbound,2025-01-07,11:53:00,19:52:00,25,delayed
TR01380,L007,VH0119,outbound,2025-11-17,22:33:00,05:36:00,42,in_progress
TR01381,L051,VH0020,inbound,2025-05-05,11:38:00,21:11:00,28,completed
TR01382,L016,VH0009,inbound,2024-06-05,17:15:00,17:46:00,77,completed
TR01383,L009,VH0039,inbound,2024-10-30,20:26:00,09:55:00,73,completed
TR01384,L018,VH0060,inbound,2025-08-13,09:13:00,21:07:00,39,completed
TR01385,L003,VH0027,outbound,2024-03-31,19:09:00,07:59:00,57,completed
TR01386,L003,VH0085,outbound,2025-04-12,05:00:00,08:36:00,76,completed
TR01387,L048,VH0041,inbound,2024-05-27,21:00:00,21:30:00,39,in_progress
TR01388,L007,VH0088,inbound,2025-10-22,06:08:00,16:08:00,34,completed
TR01389,L055,VH0081,outbound,2025-04-08,05:07:00,07:09:00,85,completed
TR01390,L008,VH0037,inbound,2024-02-10,08:36:00,08:53:00,28,in_progress
TR01391,L051,VH0018,outbound,2025-02-23,10:42:00,23:16:00,81,cancelled
TR01392,L003,VH0095,inbound,2024-03-17,15:25:00,07:59:00,69,cancelled
TR01393,L016,VH0051,outbound,2024-05-20,17:06:00,22:43:00,15,in_progress
TR01394,L046,VH0061,outbound,2024-08-27,06:41:00,12:22:00,86,completed
TR01395,L051,VH0054,inbound,2025-01-12,05:40:00,16:58:00,45,completed
TR01396,L046,VH0049,inbound,2024-12-27,17:44:00,06:59:00,71,completed
TR01397,L029,VH0025,outbound,2024-09-10,15:50:00,10:53:00,44,completed
TR01398,L046,VH0027,inbound,2025-10-25,19:32:00,23:14:00,53,completed
TR01399,L054,VH0104,outbound,2024-11-15,22:37:00,14:18:00,77,completed
TR01400,L033,VH0097,outbound,2025-03-31,12:12:00,22:13:00,48,completed
TR01401,L022,VH0002,inbound,2025-05-03,19:46:00,13:59:00,38,cancelled
TR01402,L048,VH0120,inbound,2025-09-09,13:01:00,10:30:00,81,completed
TR01403,L005,VH0018,inbound,2025-12-15,11:28:00,10:42:00,34,cancelled
TR01404,L055,VH0010,outbound,2025-08-30,18:49:00,21:18:00,15,completed
TR01405,L009,VH0077,outbound,2025-03-16,14:37:00,12:08:00,80,delayed
TR01406,L032,VH0025,inbound,2025-03-13,13:12:00,11:29:00,59,cancelled
TR01407,L045,VH0066,outbound,2025-05-13,13:07:00,17:10:00,88,cancelled
TR01408,L028,VH0033,inbound,2025-02-09,16:54:00,16:31:00,87,completed
TR01409,L044,VH0056,outbound,2024-12-28,19:39:00,08:08:00,64,completed
TR01410,L020,VH0110,outbound,2025-12-21,18:14:00,11:57:00,88,in_progress
TR01411,L045,VH0049,outbound,2025-01-17,20:18:00,20:28:00,41,delayed
TR01412,L028,VH0115,outbound,2024-08-06,22:38:00,07:52:00,48,completed
TR01413,L047,VH0060,outbound,2024-10-18,23:55:00,13:33:00,15,completed
TR01414,L039,VH0104,outbound,2025-12-05,22:06:00,05:07:00,84,completed
TR01415,L006,VH0084,inbound,2024-07-09,19:00:00,21:45:00,68,completed
TR01416,L011,VH0032,inbound,2025-06-24,23:29:00,09:22:00,86,completed
TR01417,L042,VH0027,outbound,2025-01-09,23:37:00,08:11:00,39,completed
TR01418,L015,VH0014,inbound,2025-12-19,12:54:00,18:09:00,49,in_progress
TR01419,L042,VH0067,inbound,2024-05-22,14:36:00,05:08:00,74,completed
TR01420,L018,VH0104,outbound,2024-07-13,11:01:00,15:44:00,80,delayed
TR01421,L053,VH0037,inbound,2025-07-27,14:48:00,15:39:00,63,completed
TR01422,L024,VH0039,inbound,2025-04-17,15:44:00,16:44:00,70,completed
TR01423,L018,VH0086,outbound,2025-09-25,09:59:00,09:55:00,46,completed
TR01424,L051,VH0017,inbound,2024-01-18,23:21:00,14:41:00,84,in_progress
TR01425,L023,VH0042,inbound,2025-09-15,06:36:00,09:27:00,69,delayed
TR01426,L013,VH0018,inbound,2025-07-18,05:47:00,20:00:00,65,completed
TR01427,L040,VH0025,outbound,2025-05-12,23:09:00,10:19:00,24,completed
TR01428,L028,VH0059,inbound,2025-08-29,14:12:00,10:14:00,20,completed
TR01429,L042,VH0006,outbound,2024-08-14,21:41:00,21:13:00,74,completed
TR01430,L045,VH0010,inbound,2024-11-16,12:53:00,23:22:00,84,cancelled
TR01431,L019,VH0031,inbound,2025-01-02,21:52:00,14:09:00,36,completed
TR01432,L028,VH0105,inbound,2024-10-21,11:30:00,20:10:00,23,delayed
TR01433,L051,VH0054,inbound,2024-12-08,21:09:00,17:48:00,44,completed
TR01434,L016,VH0119,outbound,2024-02-11,14:48:00,19:20:00,32,in_progress
TR01435,L018,VH0110,outbound,2025-06-01,19:57:00,22:17:00,29,completed
TR01436,L007,VH0031,inbound,2025-07-07,08:51:00,08:31:00,82,completed
TR01437,L050,VH0108,outbound,2025-12-18,15:28:00,15:31:00,52,completed
TR01438,L028,VH0061,outbound,2025-12-11,19:32:00,20:09:00,40,completed
TR01439,L049,VH0019,outbound,2025-05-19,10:10:00,11:28:00,67,completed
TR01440,L023,VH0079,outbound,2025-09-21,09:47:00,21:30:00,73,completed
TR01441,L002,VH0019,inbound,2024-04-30,07:05:00,15:25:00,63,cancelled
TR01442,L012,VH0097,inbound,2025-08-02,23:28:00,15:06:00,89,completed
TR01443,L038,VH0034,inbound,2025-11-04,13:06:00,18:01:00,56,cancelled
TR01444,L055,VH0062,outbound,2024-03-12,16:14:00,06:12:00,17,completed
TR01445,L049,VH0044,inbound,2024-05-28,09:36:00,10:58:00,50,in_progress
TR01446,L017,VH0071,inbound,2025-04-04,10:04:00,15:34:00,66,cancelled
TR01447,L020,VH0085,inbound,2024-02-11,13:40:00,23:37:00,57,cancelled
TR01448,L048,VH0034,inbound,2025-05-04,21:24:00,17:29:00,59,cancelled
TR01449,L049,VH0029,inbound,2025-04-22,08:01:00,21:54:00,27,completed
TR01450,L024,VH0002,outbound,2025-04-12,11:50:00,23:44:00,29,in_progress
TR01451,L008,VH0105,outbound,2025-06-23,23:33:00,08:13:00,34,delayed
TR01452,L043,VH0007,outbound,2024-08-21,21:01:00,13:12:00,89,in_progress
TR01453,L027,VH0066,outbound,2024-12-22,10:24:00,15:14:00,60,completed
TR01454,L022,VH0068,inbound,2024-06-30,22:55:00,13:38:00,25,completed
TR01455,L025,VH0010,outbound,2025-08-10,10:41:00,18:28:00,83,in_progress
TR01456,L008,VH0080,inbound,2024-11-18,11:13:00,06:39:00,67,completed
TR01457,L003,VH0047,inbound,2025-03-02,16:44:00,05:37:00,45,in_progress
TR01458,L053,VH0062,inbound,2025-08-31,21:34:00,14:07:00,30,delayed
TR01459,L025,VH0118,inbound,2024-08-14,15:03:00,14:26:00,67,completed
TR01460,L003,VH0067,inbound,2025-03-21,22:35:00,18:33:00,33,in_progress
TR01461,L052,VH0070,inbound,2025-01-13,06:06:00,13:58:00,33,completed
TR01462,L052,VH0067,inbound,2025-12-30,23:01:00,13:54:00,63,completed
TR01463,L010,VH0086,outbound,2024-12-25,17:26:00,12:51:00,65,completed
TR01464,L001,VH0072,inbound,2025-05-27,08:06:00,06:21:00,84,completed
TR01465,L004,VH0016,outbound,2025-04-19,16:00:00,15:32:00,59,cancelled
TR01466,L005,VH0087,inbound,2024-11-22,16:00:00,20:51:00,18,delayed
TR01467,L039,VH0011,inbound,2025-01-12,10:57:00,14:07:00,71,completed
TR01468,L054,VH0007,inbound,2024-10-29,19:16:00,16:50:00,56,completed
TR01469,L036,VH0044,inbound,2024-12-22,19:36:00,21:30:00,22,cancelled
TR01470,L039,VH0074,outbound,2025-05-10,15:22:00,10:22:00,81,cancelled
TR01471,L040,VH0066,inbound,2024-02-17,16:52:00,20:30:00,35,completed
TR01472,L019,VH0076,outbound,2025-01-30,09:52:00,06:25:00,68,in_progress
TR01473,L007,VH0014,inbound,2025-10-16,06:05:00,13:51:00,41,completed
TR01474,L053,VH0001,outbound,2024-05-21,22:39:00,07:11:00,41,completed
TR01475,L030,VH0079,outbound,2025-07-28,10:19:00,16:08:00,34,delayed
TR01476,L053,VH0108,inbound,2024-07-31,08:01:00,08:38:00,47,delayed
TR01477,L035,VH0007,inbound,2024-05-05,17:32:00,21:00:00,31,delayed
TR01478,L031,VH0061,inbound,2024-01-22,12:07:00,21:57:00,72,delayed
TR01479,L016,VH0030,inbound,2025-01-02,13:59:00,08:44:00,41,completed
TR01480,L015,VH0087,outbound,2024-12-01,19:15:00,15:43:00,26,completed
TR01481,L011,VH0092,inbound,2024-05-04,20:53:00,21:13:00,25,delayed
TR01482,L024,VH0100,inbound,2024-03-17,14:40:00,16:55:00,52,completed
TR01483,L019,VH0096,outbound,2025-12-08,21:08:00,13:45:00,35,completed
TR01484,L018,VH0072,outbound,2024-10-12,22:24:00,15:27:00,24,completed
TR01485,L027,VH0119,inbound,2025-08-15,21:36:00,06:41:00,78,in_progress
TR01486,L026,VH0023,outbound,2024-03-04,18:24:00,14:30:00,45,completed
TR01487,L008,VH0043,inbound,2024-09-05,20:31:00,18:47:00,45,completed
TR01488,L003,VH0022,inbound,2025-09-03,23:41:00,11:38:00,47,completed
TR01489,L032,VH0116,outbound,2024-08-24,12:24:00,09:39:00,80,completed
TR01490,L020,VH0052,outbound,2024-11-21,11:42:00,15:14:00,48,completed
TR01491,L015,VH0005,outbound,2024-08-01,10:05:00,12:47:00,22,delayed
TR01492,L049,VH0113,outbound,2024-01-07,18:43:00,19:32:00,70,cancelled
TR01493,L034,VH0038,inbound,2024-08-29,05:56:00,21:13:00,72,completed
TR01494,L053,VH0110,inbound,2024-09-08,20:56:00,20:41:00,51,in_progress
TR01495,L034,VH0113,inbound,2024-02-07,11:03:00,22:16:00,55,cancelled
TR01496,L027,VH0020,inbound,2025-03-02,21:10:00,22:32:00,79,cancelled
TR01497,L004,VH0044,inbound,2024-10-30,09:35:00,21:21:00,53,completed
TR01498,L055,VH0073,inbound,2025-02-28,21:01:00,23:03:00,85,delayed
TR01499,L014,VH0025,outbound,2024-08-31,08:28:00,10:01:00,75,completed
TR01500,L035,VH0010,inbound,2025-11-21,16:09:00,08:00:00,59,in_progress
