event_id,shipment_id,event_datetime,event_type,location,description
EVT001115,SHP000213,2023-04-30 04:14:00,delivery,"Houston, USA",Delay at Houston
EVT001116,SHP000376,2023-12-01 05:52:00,delivery,"Rotterdam, Netherlands",Delivery at Rotterdam
EVT001117,SHP000288,2025-03-11 10:11:00,customs_clearance,"Valencia, Spain",Delay at Valencia
EVT001118,SHP000345,2024-02-12 06:08:00,delivery,"Hamburg, Germany",Departure at Hamburg
EVT001119,SHP000240,2023-10-07 00:08:00,arrival,"Shanghai, China",Customs Clearance at Shanghai
EVT001120,SHP000588,2024-03-17 06:56:00,pickup,"Dubai, UAE",Departure at Dubai
EVT001121,SHP000023,2024-02-09 08:26:00,customs_clearance,"Mumbai, India",Customs Clearance at Mumbai
EVT001122,SHP000070,2025-05-26 14:23:00,delay,"Dubai, UAE",Pickup at Dubai
EVT001123,SHP000449,2023-10-18 15:39:00,delivery,"Valencia, Spain",Arrival at Valencia
EVT001124,SHP000323,2023-04-27 05:17:00,exception,"Mumbai, India",Arrival at Mumbai
EVT001125,SHP000216,2023-06-10 05:58:00,departure,"Rotterdam, Netherlands",Exception at Rotterdam
EVT001126,SHP000596,2024-06-13 15:10:00,departure,"Mumbai, India",Pickup at Mumbai
EVT001127,SHP000222,2023-09-27 01:08:00,delivery,"Antwerp, Belgium",Arrival at Antwerp
EVT001128,SHP000470,2023-02-03 02:29:00,exception,"Singapore, Singapore",Departure at Singapore
EVT001129,SHP000168,2023-09-29 09:03:00,arrival,"Moscow, Russia",Pickup at Moscow
EVT001130,SHP000450,2024-06-14 21:56:00,delivery,"Valencia, Spain",Customs Clearance at Valencia
EVT001131,SHP000105,2025-10-11 10:52:00,arrival,"Barcelona, Spain",Customs Clearance at Barcelona
EVT001132,SHP000109,2024-01-10 08:03:00,customs_clearance,"Toronto, Canada",Arrival at Toronto
EVT001133,SHP000555,2025-06-21 04:50:00,exception,"Mumbai, India",Customs Clearance at Mumbai
EVT001134,SHP000152,2025-11-01 02:11:00,departure,"Houston, USA",Arrival at Houston
EVT001135,SHP000042,2024-12-03 12:25:00,delay,"Sydney, Australia",Delivery at Sydney
EVT001136,SHP000289,2025-11-04 23:47:00,departure,"Antwerp, Belgium",Departure at Antwerp
EVT001137,SHP000498,2024-01-20 14:36:00,delay,"Mumbai, India",Pickup at Mumbai
EVT001138,SHP000191,2023-09-24 02:05:00,pickup,"Dubai, UAE",Pickup at Dubai
EVT001139,SHP000544,2025-11-17 01:15:00,exception,"Chicago, USA",Arrival at Chicago
EVT001140,SHP000567,2023-04-13 21:58:00,pickup,"Valencia, Spain",Customs Clearance at Valencia
EVT001141,SHP000051,2024-08-19 22:02:00,delay,"Barcelona, Spain",Exception at Barcelona
EVT001142,SHP000231,2023-11-06 11:06:00,delivery,"Toronto, Canada",Delivery at Toronto
EVT001143,SHP000258,2023-12-31 19:20:00,exception,"Hong Kong, China",Delay at Hong Kong
EVT001144,SHP000113,2023-07-28 05:11:00,departure,"Barcelona, Spain",Customs Clearance at Barcelona
EVT001145,SHP000398,2024-05-26 07:35:00,customs_clearance,"Antwerp, Belgium",Departure at Antwerp
EVT001146,SHP000168,2025-01-08 09:09:00,departure,"Shanghai, China",Pickup at Shanghai
EVT001147,SHP000385,2025-02-10 21:20:00,exception,"Hamburg, Germany",Delay at Hamburg
EVT001148,SHP000267,2025-02-22 06:58:00,departure,"Sydney, Australia",Exception at Sydney
EVT001149,SHP000002,2024-02-05 06:18:00,arrival,"Mumbai, India",Arrival at Mumbai
EVT001150,SHP000454,2024-09-16 16:53:00,delivery,"Shanghai, China",Customs Clearance at Shanghai
EVT001151,SHP000521,2024-11-08 00:17:00,customs_clearance,"Toronto, Canada",Pickup at Toronto
EVT001152,SHP000171,2025-02-05 19:43:00,customs_clearance,"Shanghai, China",Delay at Shanghai
EVT001153,SHP000520,2024-12-16 02:39:00,delay,"Moscow, Russia",Delay at Moscow
EVT001154,SHP000321,2025-07-06 15:16:00,delivery,"Tokyo, Japan",Exception at Tokyo
EVT001155,SHP000187,2025-05-24 20:42:00,departure,"Felixstowe, UK",Departure at Felixstowe
EVT001156,SHP000325,2024-04-22 08:11:00,customs_clearance,"Valencia, Spain",Customs Clearance at Valencia
EVT001157,SHP000486,2023-12-16 05:58:00,arrival,"Houston, USA",Delivery at Houston
EVT001158,SHP000158,2025-05-06 02:56:00,customs_clearance,"Shanghai, China",Arrival at Shanghai
EVT001159,SHP000556,2023-10-18 19:08:00,pickup,"Singapore, Singapore",Exception at Singapore
EVT001160,SHP000378,2023-11-19 04:37:00,arrival,"Sydney, Australia",Pickup at Sydney
EVT001161,SHP000074,2025-04-20 06:02:00,departure,"Houston, USA",Delivery at Houston
EVT001162,SHP000326,2025-04-03 07:27:00,departure,"Houston, USA",Customs Clearance at Houston
EVT001163,SHP000158,2025-04-16 05:52:00,delivery,"São Paulo, Brazil",Exception at São Paulo
EVT001164,SHP000304,2024-01-04 01:27:00,customs_clearance,"Moscow, Russia",Pickup at Moscow
EVT001165,SHP000344,2024-06-14 19:32:00,pickup,"Moscow, Russia",Exception at Moscow
EVT001166,SHP000565,2023-07-18 06:13:00,exception,"Houston, USA",Pickup at Houston
EVT001167,SHP000229,2023-03-24 01:17:00,delivery,"São Paulo, Brazil",Delivery at São Paulo
EVT001168,SHP000230,2023-05-12 20:05:00,departure,"Hamburg, Germany",Delay at Hamburg
EVT001169,SHP000156,2023-12-21 02:23:00,exception,"Dubai, UAE",Arrival at Dubai
EVT001170,SHP000524,2023-08-19 22:23:00,delivery,"Moscow, Russia",Departure at Moscow
EVT001171,SHP000446,2025-05-04 17:31:00,customs_clearance,"Mumbai, India",Arrival at Mumbai
EVT001172,SHP000009,2023-08-13 16:20:00,arrival,"Dubai, UAE",Delivery at Dubai
EVT001173,SHP000551,2025-03-08 09:19:00,delay,"Rotterdam, Netherlands",Departure at Rotterdam
EVT001174,SHP000001,2025-03-06 05:36:00,delivery,"Rotterdam, Netherlands",Customs Clearance at Rotterdam
EVT001175,SHP000453,2025-12-10 15:15:00,delay,"São Paulo, Brazil",Arrival at São Paulo
EVT001176,SHP000534,2025-03-05 20:25:00,arrival,"Houston, USA",Delay at Houston
EVT001177,SHP000409,2023-09-01 19:27:00,exception,"Busan, South Korea",Departure at Busan
EVT001178,SHP000223,2024-01-05 03:39:00,departure,"Busan, South Korea",Exception at Busan
EVT001179,SHP000447,2024-01-02 02:12:00,departure,"Los Angeles, USA",Pickup at Los Angeles
EVT001180,SHP000313,2023-04-04 09:10:00,delivery,"Singapore, Singapore",Arrival at Singapore
EVT001181,SHP000545,2023-08-19 09:46:00,customs_clearance,"Tokyo, Japan",Delivery at Tokyo
EVT001182,SHP000582,2023-07-04 15:55:00,delivery,"Dubai, UAE",Customs Clearance at Dubai
EVT001183,SHP000158,2024-07-22 18:44:00,delivery,"Valencia, Spain",Pickup at Valencia
EVT001184,SHP000165,2024-02-12 03:47:00,delivery,"Osaka, Japan",Pickup at Osaka
EVT001185,SHP000059,2025-06-03 13:26:00,pickup,"Mumbai, India",Exception at Mumbai
EVT001186,SHP000173,2023-05-08 00:22:00,departure,"Shanghai, China",Exception at Shanghai
EVT001187,SHP000166,2024-11-20 06:34:00,customs_clearance,"Mumbai, India",Departure at Mumbai
EVT001188,SHP000099,2024-10-20 20:02:00,arrival,"Shanghai, China",Delay at Shanghai
EVT001189,SHP000184,2024-05-15 16:57:00,departure,"Antwerp, Belgium",Delivery at Antwerp
EVT001190,SHP000002,2023-11-28 13:53:00,delay,"Hong Kong, China",Delivery at Hong Kong
EVT001191,SHP000176,2023-05-08 01:28:00,customs_clearance,"Moscow, Russia",Delivery at Moscow
EVT001192,SHP000443,2025-07-25 13:59:00,departure,"Hamburg, Germany",Delay at Hamburg
EVT001193,SHP000233,2024-02-28 16:39:00,customs_clearance,"Hamburg, Germany",Exception at Hamburg
EVT001194,SHP000209,2025-09-17 13:57:00,exception,"Tokyo, Japan",Pickup at Tokyo
EVT001195,SHP000518,2023-08-22 20:34:00,delay,"Houston, USA",Delay at Houston
EVT001196,SHP000413,2025-03-25 14:06:00,departure,"Hamburg, Germany",Customs Clearance at Hamburg
EVT001197,SHP000566,2023-08-11 00:04:00,departure,"Busan, South Korea",Departure at Busan
EVT001198,SHP000518,2024-02-16 07:45:00,delivery,"Hamburg, Germany",Departure at Hamburg
EVT001199,SHP000102,2025-11-06 23:14:00,arrival,"Moscow, Russia",Departure at Moscow
EVT001200,SHP000473,2023-05-10 16:30:00,arrival,"Toronto, Canada",Exception at Toronto
EVT001201,SHP000021,2025-09-14 15:24:00,pickup,"Felixstowe, UK",Exception at Felixstowe
EVT001202,SHP000045,2025-01-28 18:10:00,pickup,"Valencia, Spain",Exception at Valencia
EVT001203,SHP000552,2023-07-25 20:52:00,arrival,"Osaka, Japan",Departure at Osaka
EVT001204,SHP000077,2023-09-18 14:38:00,customs_clearance,"Toronto, Canada",Customs Clearance at Toronto
EVT001205,SHP000120,2025-10-27 22:07:00,arrival,"Chicago, USA",Delivery at Chicago
EVT001206,SHP000430,2025-12-28 20:15:00,delivery,"Sydney, Australia",Exception at Sydney
EVT001207,SHP000307,2025-10-15 05:47:00,exception,"Hong Kong, China",Pickup at Hong Kong
EVT001208,SHP000155,2025-02-10 11:44:00,delay,"Felixstowe, UK",Customs Clearance at Felixstowe
EVT001209,SHP000547,2023-12-16 19:55:00,arrival,"Felixstowe, UK",Delivery at Felixstowe
EVT001210,SHP000097,2024-10-24 14:13:00,arrival,"Los Angeles, USA",Delivery at Los Angeles
EVT001211,SHP000520,2023-11-29 10:20:00,departure,"Sydney, Australia",Delivery at Sydney
EVT001212,SHP000280,2025-06-10 20:40:00,pickup,"Moscow, Russia",Delay at Moscow
EVT001213,SHP000456,2023-10-07 18:55:00,delivery,"Busan, South Korea",Pickup at Busan
EVT001214,SHP000456,2025-08-31 04:48:00,delivery,"Antwerp, Belgium",Customs Clearance at Antwerp
EVT001215,SHP000434,2024-09-15 02:48:00,customs_clearance,"Sydney, Australia",Delivery at Sydney
EVT001216,SHP000406,2023-02-14 17:00:00,delivery,"Barcelona, Spain",Delay at Barcelona
EVT001217,SHP000469,2025-10-16 08:35:00,arrival,"Busan, South Korea",Exception at Busan
EVT001218,SHP000585,2025-04-10 08:04:00,delivery,"Busan, South Korea",Departure at Busan
EVT001219,SHP000517,2023-08-19 13:29:00,departure,"Busan, South Korea",Arrival at Busan
EVT001220,SHP000470,2024-12-04 06:25:00,exception,"Osaka, Japan",Delivery at Osaka
EVT001221,SHP000550,2023-08-07 12:18:00,delay,"Mumbai, India",Delivery at Mumbai
EVT001222,SHP000547,2024-06-27 09:20:00,pickup,"Shanghai, China",Delay at Shanghai
EVT001223,SHP000171,2025-11-20 12:56:00,pickup,"Moscow, Russia",Arrival at Moscow
EVT001224,SHP000176,2023-03-06 05:25:00,departure,"Dubai, UAE",Customs Clearance at Dubai
EVT001225,SHP000041,2025-03-30 09:35:00,delivery,"Felixstowe, UK",Pickup at Felixstowe
EVT001226,SHP000019,2024-01-02 08:34:00,delay,"Mumbai, India",Arrival at Mumbai
EVT001227,SHP000368,2023-08-02 07:00:00,delivery,"Osaka, Japan",Delivery at Osaka
EVT001228,SHP000587,2024-01-25 21:51:00,pickup,"Mumbai, India",Arrival at Mumbai
EVT001229,SHP000495,2024-04-30 19:38:00,exception,"Busan, South Korea",Customs Clearance at Busan
EVT001230,SHP000269,2024-12-12 13:55:00,departure,"Dubai, UAE",Pickup at Dubai
EVT001231,SHP000153,2025-01-28 00:03:00,pickup,"Chicago, USA",Departure at Chicago
EVT001232,SHP000048,2024-12-07 23:24:00,delay,"Moscow, Russia",Exception at Moscow
EVT001233,SHP000413,2024-12-29 20:13:00,pickup,"Dubai, UAE",Arrival at Dubai
EVT001234,SHP000397,2023-07-18 17:16:00,delay,"Busan, South Korea",Delivery at Busan
EVT001235,SHP000197,2024-08-25 13:28:00,delivery,"Chicago, USA",Pickup at Chicago
EVT001236,SHP000515,2023-02-09 20:07:00,delivery,"Barcelona, Spain",Customs Clearance at Barcelona
EVT001237,SHP000166,2023-03-13 00:07:00,exception,"Valencia, Spain",Delay at Valencia
EVT001238,SHP000209,2025-02-01 22:07:00,pickup,"Valencia, Spain",Departure at Valencia
EVT001239,SHP000278,2024-09-12 08:08:00,delivery,"Busan, South Korea",Delivery at Busan
EVT001240,SHP000045,2025-09-18 08:42:00,arrival,"Felixstowe, UK",Customs Clearance at Felixstowe
EVT001241,SHP000573,2025-02-05 05:19:00,pickup,"Felixstowe, UK",Customs Clearance at Felixstowe
EVT001242,SHP000146,2023-08-28 10:58:00,arrival,"Los Angeles, USA",Delivery at Los Angeles
EVT001243,SHP000447,2023-10-08 10:59:00,customs_clearance,"Barcelona, Spain",Delay at Barcelona
EVT001244,SHP000183,2024-01-06 03:38:00,pickup,"Hamburg, Germany",Arrival at Hamburg
EVT001245,SHP000242,2024-08-26 14:50:00,pickup,"Tokyo, Japan",Arrival at Tokyo
EVT001246,SHP000511,2025-09-10 12:19:00,delivery,"Busan, South Korea",Arrival at Busan
EVT001247,SHP000334,2024-04-01 19:27:00,arrival,"Hong Kong, China",Departure at Hong Kong
EVT001248,SHP000099,2025-12-30 07:20:00,pickup,"Mumbai, India",Customs Clearance at Mumbai
EVT001249,SHP000084,2024-08-11 10:46:00,arrival,"Los Angeles, USA",Departure at Los Angeles
EVT001250,SHP000105,2023-04-26 00:47:00,departure,"Hamburg, Germany",Customs Clearance at Hamburg
EVT001251,SHP000131,2024-01-14 02:59:00,delay,"Moscow, Russia",Pickup at Moscow
EVT001252,SHP000484,2023-10-21 20:29:00,customs_clearance,"Mumbai, India",Departure at Mumbai
EVT001253,SHP000436,2024-05-19 19:22:00,delivery,"Antwerp, Belgium",Arrival at Antwerp
EVT001254,SHP000329,2024-10-27 05:11:00,delivery,"Mumbai, India",Exception at Mumbai
EVT001255,SHP000313,2024-12-10 04:45:00,delay,"Hamburg, Germany",Arrival at Hamburg
EVT001256,SHP000104,2023-08-25 16:20:00,customs_clearance,"Felixstowe, UK",Arrival at Felixstowe
EVT001257,SHP000087,2023-05-17 01:21:00,pickup,"Chicago, USA",Delivery at Chicago
EVT001258,SHP000049,2024-09-23 19:05:00,arrival,"Hong Kong, China",Customs Clearance at Hong Kong
EVT001259,SHP000466,2024-07-05 15:14:00,delay,"Busan, South Korea",Arrival at Busan
EVT001260,SHP000220,2023-10-17 09:28:00,delay,"Hong Kong, China",Delivery at Hong Kong
EVT001261,SHP000303,2025-08-02 03:22:00,delivery,"Dubai, UAE",Arrival at Dubai
EVT001262,SHP000585,2024-02-13 08:18:00,delay,"Chicago, USA",Delivery at Chicago
EVT001263,SHP000209,2024-11-13 07:31:00,delivery,"Rotterdam, Netherlands",Delivery at Rotterdam
EVT001264,SHP000032,2024-02-04 03:33:00,departure,"Mumbai, India",Customs Clearance at Mumbai
EVT001265,SHP000086,2024-02-16 07:52:00,exception,"Singapore, Singapore",Delivery at Singapore
EVT001266,SHP000187,2023-03-18 16:30:00,delivery,"Valencia, Spain",Delivery at Valencia
EVT001267,SHP000180,2023-05-20 11:50:00,departure,"Mumbai, India",Customs Clearance at Mumbai
EVT001268,SHP000557,2024-02-07 00:18:00,delay,"Barcelona, Spain",Delivery at Barcelona
EVT001269,SHP000446,2024-10-09 21:04:00,arrival,"Hamburg, Germany",Departure at Hamburg
EVT001270,SHP000126,2024-09-18 13:20:00,delay,"Chicago, USA",Exception at Chicago
EVT001271,SHP000218,2024-04-08 15:51:00,delay,"Houston, USA",Delay at Houston
EVT001272,SHP000525,2023-07-27 16:36:00,delay,"Rotterdam, Netherlands",Pickup at Rotterdam
EVT001273,SHP000365,2025-09-06 06:18:00,arrival,"Valencia, Spain",Delay at Valencia
EVT001274,SHP000391,2023-06-29 23:30:00,customs_clearance,"Barcelona, Spain",Exception at Barcelona
EVT001275,SHP000388,2025-03-25 18:59:00,pickup,"Hamburg, Germany",Arrival at Hamburg
EVT001276,SHP000230,2025-03-22 04:37:00,delivery,"Tokyo, Japan",Delivery at Tokyo
EVT001277,SHP000264,2025-05-30 08:57:00,arrival,"Felixstowe, UK",Pickup at Felixstowe
EVT001278,SHP000589,2023-03-01 22:02:00,pickup,"Sydney, Australia",Pickup at Sydney
EVT001279,SHP000546,2024-11-27 15:14:00,delivery,"Toronto, Canada",Pickup at Toronto
EVT001280,SHP000545,2024-11-28 05:06:00,exception,"Mumbai, India",Pickup at Mumbai
EVT001281,SHP000554,2025-04-18 21:33:00,arrival,"Toronto, Canada",Arrival at Toronto
EVT001282,SHP000175,2024-08-26 12:17:00,exception,"São Paulo, Brazil",Delivery at São Paulo
EVT001283,SHP000530,2025-07-26 18:23:00,customs_clearance,"Busan, South Korea",Departure at Busan
EVT001284,SHP000575,2025-10-01 10:40:00,exception,"Hong Kong, China",Delivery at Hong Kong
EVT001285,SHP000357,2023-09-16 16:47:00,pickup,"Osaka, Japan",Delay at Osaka
EVT001286,SHP000053,2023-10-21 02:28:00,exception,"Hamburg, Germany",Delivery at Hamburg
EVT001287,SHP000474,2023-06-01 04:19:00,delivery,"Mumbai, India",Delivery at Mumbai
EVT001288,SHP000193,2025-07-14 02:29:00,pickup,"São Paulo, Brazil",Arrival at São Paulo
EVT001289,SHP000595,2024-09-04 08:59:00,arrival,"Osaka, Japan",Delay at Osaka
EVT001290,SHP000102,2024-02-27 13:31:00,delay,"Antwerp, Belgium",Delay at Antwerp
EVT001291,SHP000164,2025-03-12 16:06:00,pickup,"Osaka, Japan",Departure at Osaka
EVT001292,SHP000223,2023-03-02 06:33:00,delivery,"São Paulo, Brazil",Arrival at São Paulo
EVT001293,SHP000445,2023-08-22 02:36:00,departure,"Mumbai, India",Delivery at Mumbai
EVT001294,SHP000504,2023-06-13 08:58:00,arrival,"Mumbai, India",Delivery at Mumbai
EVT001295,SHP000012,2023-12-08 03:28:00,customs_clearance,"Shanghai, China",Delivery at Shanghai
EVT001296,SHP000049,2024-10-08 04:35:00,delay,"Hong Kong, China",Customs Clearance at Hong Kong
EVT001297,SHP000434,2024-03-01 07:52:00,delay,"Sydney, Australia",Arrival at Sydney
EVT001298,SHP000092,2024-10-03 23:32:00,delivery,"São Paulo, Brazil",Delay at São Paulo
EVT001299,SHP000022,2023-01-25 21:20:00,departure,"Chicago, USA",Departure at Chicago
EVT001300,SHP000405,2023-09-06 03:36:00,departure,"Shanghai, China",Delay at Shanghai
EVT001301,SHP000599,2023-01-22 07:54:00,delivery,"Singapore, Singapore",Departure at Singapore
EVT001302,SHP000588,2024-09-21 04:41:00,delay,"Barcelona, Spain",Arrival at Barcelona
EVT001303,SHP000358,2024-05-13 23:27:00,pickup,"Dubai, UAE",Delivery at Dubai
EVT001304,SHP000061,2024-11-02 17:51:00,pickup,"Osaka, Japan",Delay at Osaka
EVT001305,SHP000515,2023-03-29 09:20:00,pickup,"Dubai, UAE",Departure at Dubai
EVT001306,SHP000307,2025-08-02 06:25:00,pickup,"Tokyo, Japan",Arrival at Tokyo
EVT001307,SHP000544,2024-02-26 12:48:00,customs_clearance,"Barcelona, Spain",Departure at Barcelona
EVT001308,SHP000451,2024-03-20 22:22:00,delivery,"Singapore, Singapore",Exception at Singapore
EVT001309,SHP000411,2024-05-17 06:22:00,departure,"Sydney, Australia",Delay at Sydney
EVT001310,SHP000062,2024-11-14 17:20:00,delay,"Shanghai, China",Delay at Shanghai
EVT001311,SHP000441,2025-01-21 20:18:00,customs_clearance,"Singapore, Singapore",Exception at Singapore
EVT001312,SHP000253,2024-11-15 12:52:00,customs_clearance,"Singapore, Singapore",Departure at Singapore
EVT001313,SHP000599,2024-01-16 11:22:00,delay,"Barcelona, Spain",Pickup at Barcelona
EVT001314,SHP000104,2024-08-17 07:25:00,exception,"Felixstowe, UK",Delivery at Felixstowe
EVT001315,SHP000044,2023-10-02 16:58:00,departure,"Moscow, Russia",Customs Clearance at Moscow
EVT001316,SHP000498,2025-07-24 00:54:00,departure,"Hamburg, Germany",Delivery at Hamburg
EVT001317,SHP000432,2025-02-13 13:00:00,arrival,"São Paulo, Brazil",Departure at São Paulo
EVT001318,SHP000303,2025-12-03 02:24:00,delay,"Hamburg, Germany",Arrival at Hamburg
EVT001319,SHP000263,2025-04-24 02:02:00,pickup,"Singapore, Singapore",Delivery at Singapore
EVT001320,SHP000473,2024-02-24 10:34:00,delay,"Houston, USA",Delay at Houston
EVT001321,SHP000307,2024-06-27 01:23:00,pickup,"Valencia, Spain",Pickup at Valencia
EVT001322,SHP000194,2023-01-03 04:31:00,departure,"Moscow, Russia",Pickup at Moscow
EVT001323,SHP000271,2025-09-23 13:13:00,customs_clearance,"Los Angeles, USA",Departure at Los Angeles
EVT001324,SHP000522,2024-06-23 20:16:00,exception,"Dubai, UAE",Arrival at Dubai
EVT001325,SHP000465,2025-12-19 18:14:00,delivery,"Dubai, UAE",Arrival at Dubai
EVT001326,SHP000217,2025-04-23 18:51:00,pickup,"Shanghai, China",Customs Clearance at Shanghai
EVT001327,SHP000508,2024-06-16 22:48:00,delay,"Felixstowe, UK",Exception at Felixstowe
EVT001328,SHP000004,2023-12-22 05:32:00,delivery,"Sydney, Australia",Delay at Sydney
EVT001329,SHP000285,2025-11-08 14:48:00,arrival,"Toronto, Canada",Delay at Toronto
EVT001330,SHP000328,2023-08-18 22:15:00,delay,"Hong Kong, China",Delay at Hong Kong
EVT001331,SHP000337,2025-07-18 04:54:00,customs_clearance,"Mumbai, India",Pickup at Mumbai
EVT001332,SHP000465,2024-02-07 00:41:00,customs_clearance,"Antwerp, Belgium",Delay at Antwerp
EVT001333,SHP000567,2023-09-03 03:48:00,customs_clearance,"Mumbai, India",Delay at Mumbai
EVT001334,SHP000278,2024-02-20 09:13:00,delivery,"Rotterdam, Netherlands",Delivery at Rotterdam
EVT001335,SHP000536,2025-11-04 15:13:00,delivery,"Singapore, Singapore",Customs Clearance at Singapore
EVT001336,SHP000454,2025-01-05 16:14:00,exception,"São Paulo, Brazil",Departure at São Paulo
EVT001337,SHP000220,2024-08-04 15:28:00,pickup,"Felixstowe, UK",Delay at Felixstowe
EVT001338,SHP000258,2024-04-21 22:00:00,delivery,"Dubai, UAE",Pickup at Dubai
EVT001339,SHP000116,2024-01-31 16:52:00,exception,"Hong Kong, China",Delay at Hong Kong
EVT001340,SHP000430,2024-01-17 17:08:00,customs_clearance,"Shanghai, China",Departure at Shanghai
EVT001341,SHP000358,2023-12-08 01:59:00,arrival,"Antwerp, Belgium",Pickup at Antwerp
EVT001342,SHP000175,2023-06-24 19:02:00,exception,"Mumbai, India",Exception at Mumbai
EVT001343,SHP000365,2025-08-03 04:00:00,arrival,"Chicago, USA",Delay at Chicago
EVT001344,SHP000287,2023-02-10 01:45:00,exception,"Singapore, Singapore",Customs Clearance at Singapore
EVT001345,SHP000279,2024-03-16 05:17:00,arrival,"Dubai, UAE",Delay at Dubai
EVT001346,SHP000246,2023-06-04 01:39:00,customs_clearance,"Mumbai, India",Exception at Mumbai
EVT001347,SHP000317,2023-10-23 04:48:00,arrival,"Dubai, UAE",Delivery at Dubai
EVT001348,SHP000477,2025-08-30 04:47:00,customs_clearance,"Shanghai, China",Arrival at Shanghai
EVT001349,SHP000589,2024-02-24 05:11:00,arrival,"Valencia, Spain",Pickup at Valencia
EVT001350,SHP000508,2023-10-23 05:18:00,pickup,"Busan, South Korea",Arrival at Busan
EVT001351,SHP000220,2025-05-08 03:06:00,delivery,"Hamburg, Germany",Delay at Hamburg
EVT001352,SHP000053,2024-01-30 09:24:00,delivery,"Rotterdam, Netherlands",Customs Clearance at Rotterdam
EVT001353,SHP000102,2024-03-16 01:30:00,pickup,"Felixstowe, UK",Departure at Felixstowe
EVT001354,SHP000560,2025-07-07 22:41:00,departure,"Felixstowe, UK",Pickup at Felixstowe
EVT001355,SHP000156,2023-03-07 19:21:00,delay,"Rotterdam, Netherlands",Delay at Rotterdam
EVT001356,SHP000243,2025-04-28 23:08:00,pickup,"Felixstowe, UK",Delivery at Felixstowe
EVT001357,SHP000370,2025-04-18 17:37:00,pickup,"Tokyo, Japan",Pickup at Tokyo
EVT001358,SHP000348,2025-09-01 19:20:00,pickup,"Chicago, USA",Pickup at Chicago
EVT001359,SHP000099,2024-05-13 04:21:00,delay,"Barcelona, Spain",Delivery at Barcelona
EVT001360,SHP000013,2025-08-02 06:39:00,customs_clearance,"Shanghai, China",Pickup at Shanghai
EVT001361,SHP000195,2025-07-13 05:10:00,pickup,"Rotterdam, Netherlands",Pickup at Rotterdam
EVT001362,SHP000210,2025-02-18 18:02:00,exception,"Mumbai, India",Delivery at Mumbai
EVT001363,SHP000484,2025-03-09 15:09:00,departure,"Singapore, Singapore",Pickup at Singapore
EVT001364,SHP000026,2024-10-09 22:49:00,arrival,"Antwerp, Belgium",Exception at Antwerp
EVT001365,SHP000418,2025-10-12 03:36:00,departure,"Dubai, UAE",Delivery at Dubai
EVT001366,SHP000071,2023-01-13 14:16:00,arrival,"Barcelona, Spain",Departure at Barcelona
EVT001367,SHP000417,2023-10-24 07:48:00,arrival,"Rotterdam, Netherlands",Arrival at Rotterdam
EVT001368,SHP000135,2025-01-08 04:05:00,exception,"Hamburg, Germany",Customs Clearance at Hamburg
EVT001369,SHP000016,2024-12-02 05:13:00,delivery,"Los Angeles, USA",Arrival at Los Angeles
EVT001370,SHP000085,2023-02-04 18:17:00,arrival,"Los Angeles, USA",Exception at Los Angeles
EVT001371,SHP000457,2024-01-05 12:39:00,pickup,"Barcelona, Spain",Departure at Barcelona
EVT001372,SHP000188,2024-12-24 10:06:00,departure,"Valencia, Spain",Departure at Valencia
EVT001373,SHP000482,2023-06-11 20:29:00,delivery,"Valencia, Spain",Delay at Valencia
EVT001374,SHP000308,2023-02-19 21:08:00,arrival,"Mumbai, India",Arrival at Mumbai
EVT001375,SHP000368,2024-12-19 03:24:00,pickup,"Sydney, Australia",Departure at Sydney
EVT001376,SHP000109,2023-08-15 10:59:00,delivery,"Dubai, UAE",Delivery at Dubai
EVT001377,SHP000094,2025-05-30 17:56:00,customs_clearance,"Hamburg, Germany",Delay at Hamburg
EVT001378,SHP000293,2025-04-27 08:30:00,delivery,"Toronto, Canada",Customs Clearance at Toronto
EVT001379,SHP000527,2025-05-12 04:13:00,customs_clearance,"Moscow, Russia",Customs Clearance at Moscow
EVT001380,SHP000061,2025-10-21 16:17:00,arrival,"Shanghai, China",Customs Clearance at Shanghai
EVT001381,SHP000266,2025-11-12 23:14:00,customs_clearance,"Shanghai, China",Delay at Shanghai
EVT001382,SHP000571,2023-08-13 18:02:00,customs_clearance,"Singapore, Singapore",Arrival at Singapore
EVT001383,SHP000581,2023-06-25 13:19:00,pickup,"Los Angeles, USA",Pickup at Los Angeles
EVT001384,SHP000414,2025-12-19 06:25:00,delivery,"Sydney, Australia",Exception at Sydney
EVT001385,SHP000131,2024-10-29 07:17:00,delivery,"Tokyo, Japan",Arrival at Tokyo
EVT001386,SHP000523,2024-07-07 14:02:00,delivery,"Valencia, Spain",Departure at Valencia
EVT001387,SHP000121,2025-12-16 13:20:00,arrival,"Mumbai, India",Customs Clearance at Mumbai
EVT001388,SHP000192,2023-01-20 05:04:00,departure,"Los Angeles, USA",Departure at Los Angeles
EVT001389,SHP000504,2023-10-31 00:22:00,arrival,"Moscow, Russia",Pickup at Moscow
EVT001390,SHP000214,2023-01-05 01:01:00,pickup,"Tokyo, Japan",Delivery at Tokyo
EVT001391,SHP000532,2024-05-24 09:47:00,exception,"Felixstowe, UK",Customs Clearance at Felixstowe
EVT001392,SHP000465,2023-08-16 19:00:00,pickup,"Mumbai, India",Delivery at Mumbai
EVT001393,SHP000534,2023-07-04 03:16:00,pickup,"Sydney, Australia",Customs Clearance at Sydney
